Commodity,Year,Attribute,Value,Notes
Frozen fruit (processed-weight basis): Per capita availability,1974,Berries-Other berries-Pounds,0.044422831,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1975,Berries-Other berries-Pounds,0.03843073,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1976,Berries-Other berries-Pounds,0.048616048,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1977,Berries-Other berries-Pounds,0.036324175,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1978,Berries-Other berries-Pounds,0.045375924,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1979,Berries-Other berries-Pounds,0.029770501,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1980,Berries-Other berries-Pounds,0.028103949,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1981,Berries-Other berries-Pounds,0.023046885,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1982,Berries-Other berries-Pounds,0.023687701,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1983,Berries-Other berries-Pounds,0.038837935,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1984,Berries-Other berries-Pounds,0.020309036,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1985,Berries-Other berries-Pounds,0.01677388,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1986,Berries-Other berries-Pounds,0.027425608,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1987,Berries-Other berries-Pounds,0.017297903,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1988,Berries-Other berries-Pounds,0.035507161,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1989,Berries-Other berries-Pounds,0.03234388,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1990,Berries-Other berries-Pounds,0.033982057,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1991,Berries-Other berries-Pounds,0.039843309,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1992,Berries-Other berries-Pounds,0.022834321,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1993,Berries-Other berries-Pounds,0.009990202,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1994,Berries-Other berries-Pounds,0.012967096,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1995,Berries-Other berries-Pounds,0.013895715,"Includes boysenberries and includes loganberries only up to 1995, when loganberries were included with other berries."
Frozen fruit (processed-weight basis): Per capita availability,1996,Berries-Other berries-Pounds,0.037972759,
Frozen fruit (processed-weight basis): Per capita availability,1997,Berries-Other berries-Pounds,0.02526089,
Frozen fruit (processed-weight basis): Per capita availability,1998,Berries-Other berries-Pounds,0.001781866,
Frozen fruit (processed-weight basis): Per capita availability,1999,Berries-Other berries-Pounds,0.010223241,
Frozen fruit (processed-weight basis): Per capita availability,2000,Berries-Other berries-Pounds,0.028439467,
Frozen fruit (processed-weight basis): Per capita availability,2001,Berries-Other berries-Pounds,0.004514204,
Frozen fruit (processed-weight basis): Per capita availability,2002,Berries-Other berries-Pounds,0.004600416,
Frozen fruit (processed-weight basis): Per capita availability,2003,Berries-Other berries-Pounds,0.028261397,
Frozen fruit (processed-weight basis): Per capita availability,2004,Berries-Other berries-Pounds,0.029439805,
Frozen fruit (processed-weight basis): Per capita availability,2005,Berries-Other berries-Pounds,0.037236105,
Frozen fruit (processed-weight basis): Per capita availability,2006,Berries-Other berries-Pounds,0.060763172,
Frozen fruit (processed-weight basis): Per capita availability,2007,Berries-Other berries-Pounds,0.043788002,
Frozen fruit (processed-weight basis): Per capita availability,2008,Berries-Other berries-Pounds,0.038825766,
Frozen fruit (processed-weight basis): Per capita availability,2009,Berries-Other berries-Pounds,0.051374014,
Frozen fruit (processed-weight basis): Per capita availability,2010,Berries-Other berries-Pounds,0.061186575,
Frozen fruit (processed-weight basis): Per capita availability,2011,Berries-Other berries-Pounds,0.071860431,
Frozen fruit (processed-weight basis): Per capita availability,2012,Berries-Other berries-Pounds,0.05816009,
Frozen fruit (processed-weight basis): Per capita availability,2013,Berries-Other berries-Pounds,0.045516168,
Frozen fruit (processed-weight basis): Per capita availability,2014,Berries-Other berries-Pounds,0.095964512,
Frozen fruit (processed-weight basis): Per capita availability,2015,Berries-Other berries-Pounds,0.09783252,
Frozen fruit (processed-weight basis): Per capita availability,2016,Berries-Other berries-Pounds,0.081588201,
Frozen fruit (processed-weight basis): Per capita availability,2017,Berries-Other berries-Pounds,0.069674728,
Frozen fruit (processed-weight basis): Per capita availability,2018,Berries-Other berries-Pounds,0.0564392,"Beginning 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production for boysenberries."
Frozen fruit (processed-weight basis): Per capita availability,2019,Berries-Other berries-Pounds,0.05794963,"Beginning 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production for boysenberries."
Frozen fruit (processed-weight basis): Per capita availability,2020,Berries-Other berries-Pounds,0.072973159,"Beginning 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production for boysenberries."
Frozen fruit (processed-weight basis): Per capita availability,2021,Berries-Other berries-Pounds,0.08040096,"Beginning 2018 crop year, USDA, National Agricultural Statistics Service discontinued reporting domestic production for boysenberries."
Frozen fruit (processed-weight basis): Per capita availability,1970,Berries-Total berries-Pounds,1.862454402,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1971,Berries-Total berries-Pounds,2.006635815,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1972,Berries-Total berries-Pounds,1.796604032,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1973,Berries-Total berries-Pounds,1.621922618,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1974,Berries-Total berries-Pounds,1.529548196,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1975,Berries-Total berries-Pounds,1.782537632,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1976,Berries-Total berries-Pounds,1.669915381,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1977,Berries-Total berries-Pounds,1.604166383,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1978,Berries-Total berries-Pounds,1.673068715,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1979,Berries-Total berries-Pounds,1.516518184,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1980,Berries-Total berries-Pounds,1.689187884,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1981,Berries-Total berries-Pounds,1.619187184,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1982,Berries-Total berries-Pounds,1.481454683,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1983,Berries-Total berries-Pounds,1.485922316,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1984,Berries-Total berries-Pounds,1.575701931,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1985,Berries-Total berries-Pounds,1.558930833,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1986,Berries-Total berries-Pounds,1.794097594,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (processed-weight basis): Per capita availability,1987,Berries-Total berries-Pounds,1.696574356,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
